director,avg_vote
Smeep Kang,7.3
Hitoshi Ône,7
John Birmingham,6.2
Raj Chakraborty,7.2
"Devin McGinn, Steve Berg",5.1
Mac Jay,3.9
Anurag Kashyap,8
Avi Nesher,6.1
Marco Ponti,5.2
Philip Adrian Booth,3.5
Sabine Boss,7.1
Simeon Halligan,4.7
Mike Binder,6.6
Malik Bader,6.1
Jon Favreau,7.3
Justin Kurzel,6.6
Fernando Frias,5.6
Marcela Said,6.2
Mike Cahill,7.4
Roberto Faenza,5.7
Bobcat Goldthwait,5.1
"Ben Blaine, Chris Blaine",5.6
Goran Radovanovic,7.7
António-Pedro Vasconcelos,7.3
Marcin Solarz,5.2
Ursula Dabrowsky,4.8
Wilson Yip,7.1
Paul Winters,2.6
Claudio Amendola,5.9
Terry McMahon,6.9
Sundar C.,6.1
Yûya Ishii,6.8
Nissim Dayan,6.9
Thomas Lilti,6.8
Ramin Bahrani,7.1
Letia Clouston,4.4
Julian Radlmaier,5.2
"David Field and George Basha, George Basha",5.3
David Trueba,7
Belén Macías,6.3
Esses Tamás,6.7
"Forrest Peterson, Brent Peterson",2.4
Gary Wheeler,5.4
Aji John,4.7
Martin McKenna,5.7
Kulikar Sotho,7.8
Lluís Miñarro,5.1
Damien Leone,5
Jordan Barker,4.7
Atul Malhotra,5.2
Sathyan Anthikad,4.8
Nancy Criss,4.7
Jay Chou,5.9
Anthony Chen,7.3
Sam Curtain,4.5
Aleksi Mäkelä,4.8
Heidi Greensmith,6.3
Guntur Soeharjanto,7
Riyad Barmania,6.2
Geoffrey Enthoven,5.9
Steven A. Sandt,1.1
Atalay Tasdiken,6.4
Daniel Florencio,6.6
Jennifer B. White,3.8
Harris Goldberg,4.6
Sonia Sebastián,5
Pon Kumaran,7.2
Sean Cain,3.3
Chandra Sekhar Yeleti,6.6
Onur Ünlü,7.9
Siddharth Anand,5.5
Amr Arafa,4.3
Taisuke Kawamura,6.3
Troy Kotsur,6.3
B. Harrison Smith,2.8
"Jayson Thiessen, Noelle Benvenuti",6.2
Andrew Jones,4.6
Robert Schwentke,6.2
Israel Horovitz,6.4
Émile Gaudreault,5.2
Jean-Jacques Annaud,6.7
Jeremiah Buckhalt,2.9
"Shiboprosad Mukherjee, Nandita Roy",6.8
Joe Grisaffi,4.6
Akashdeep,2.9
"Giorgio Serafini, James Coyne",4.3
Philip Gardiner,1.3
Masayuki Suo,6.4
"Garret Daly, Martina McGlynn",5.2
Georgia Hilton,2.3
Torey Haas,4.6
Gillian Robespierre,6.8
Jack Neo,6.2
Ismaël Saidi,5.5
Timothy Armstrong,5.6
Paul Solet,4.2
Ki-hwan Oh,6.1
William Eubank,6.1
Jocelyn Moorhouse,7.1
Brian Skiba,5.6
Jason Kartalian,7.7
Yuefeng Song,6.3
"Chad Stahelski, David Leitch",7.4
Jean-Baptiste Léonetti,5.6
Thomas Daley,5.2
Kerem Sanga,6.5
Raja Chanda,4.9
Mohammad Rasoulof,7.2
Emmanuel Shirinian,5.1
Sohail Tatari,6.5
John D. Hancock,5.9
Mélissa Drigeard,4.7
R.L. Scott,5.4
Ali Atshani,3.8
Sudeep,7
Hicham Lasri,5.8
Ashlee Jensen,6.2
Om Prakash Rao,7.2
Michael Medaglia,5.1
Hitoshi Matsumoto,6
"Boris Aljinovic, Harald Siepermann",4.6
Nagathihalli Chandrashekar,7.3
Rafi Girgis,4.8
"Kim Blanc, Marcel Walz",2.1
Takashi Miike,6.1
Axelle Ropert,5.9
Peter Bergin,3.8
Nick Morris,7.3
Sunil Kumar Desai,7
"Howard J. Ford, Jonathan Ford",5.1
Sudeep,7.3
Sudeep,6.5
Daniel Alfredson,6.1
Tony Jopia,3.3
Yong-sun Jo,6.5
Nejc Gazvoda,6.9
David Gelb,5.2
Gonzalo López-Gallego,5.4
Zach Meiners,5.9
Yûzô Satô,6.8
Damian Voerg,5.2
John Slattery,6.1
Shamil Makhmudbekov,8.4
"Raymond Mongelli III, Chris Niespodzianski",3
Alphonse Puthren,7.5
Benjamin Guedj,6.6
Marco Bellocchio,6.1
Todd Kessler,6.6
Nick Jongerius,4.8
Eddie Lengyel,2.8
D. Rajendra Babu,7.1
Sarik Andreasyan,5
Ulf Malmros,6.1
Corinna McFarlane,5.1
Simon Phillips,4.6
Steven Judd,3.3
Ignas Jonynas,7.2
Terron R. Parsons,2.9
Matthew Charles Santoro,4.8
"Dallas Richard Hallam, Patrick Horvath",4.4
Roshan Andrews,8
"Jim O'Rear, Daniel Emery Taylor",3.5
Yariv Mozer,6.4
Svetozar Ristovski,5.8
Boris Wexler,2.8
Hal Hartley,6.2
Vikram K. Kumar,8
Myung-rang Park,5.6
José Wilker,5.2
"Rodney Ascher, Julian Barratt",5.4
Chris Robert,4.2
Oxide Chun Pang,5.4
Kevin Connolly,6
Charlie Yeung,5.9
Manu Sudhakaran,5.8
E.J. De la Pena,4.9
Roberto Santucci,5.6
Abner Pastoll,5.4
"Shonali Bose, Nilesh Maniyar",7.2
Rajiv S. Ruia,2.7
André Téchiné,6.1
Yo Kohatsu,5.6
Jie Hao,7.1
Drew Waters,6
Liam Galvin,2.8
"Faouzi Brahimi, Bryan Brewer",4.8
Michael Du-Shane,4.5
Alberto Sciamma,3.8
Johannes Roberts,5.6
Richie Mehta,7.3
Phanindra Narsetti,8.3
Pavle Vuckovic,5.4
"Jason Friedberg, Aaron Seltzer",4.1
Richard Loncraine,6.2
"Aleksey Chupov, Natasha Merkulova",5.4
Wonsuk Lee,6.5
Yasuhiro Yoshida,6.1
C.A. Cooper,3.5
Thomas Vinterberg,7.1
James Gray,6.6
Géla Babluani,6.6
Cédric Jimenez,7.1
"John Mitchell, Christina Zeidler",4.8
Christopher Forbes,2.2
Matt Riddlehoover,5.4
Brandon Bassham,5.7
David Oelhoffen,7.2
Mitch Gould,5.2
Bryn Higgins,6.1
Toshiaki Komura,6.2
"Dominique Abel, Fiona Gordon",6.2
Antonio Nuic,6.2
Tom Harper,6.8
Shrihari Sathe,7.3
Andrew Disney,4.3
Eli Craig,5.7
Richard Linklater,6.9
J.C. Chandor,7
Bruno Barreto,3.3
Julian Fort,6.1
Anthony White,3.1
Segun Williams,8.3
Michael Anderson,3.9
A.M.R. Ramesh,7
Camille Delamarre,5.2
James Hutson,4.6
Sekhar Kammula,5.6
Rajesh Pillai,6.7
Philippe Martinez,3.9
Demetrius Navarro,2.8
Murat Seker,4.1
Alek Gearhart,2.6
Alek Gearhart,6.8
Levent Akçay,4.6
Søren Balle,6.6
Carmen Marrón,5.4
Marcus Mizelle,6.8
Mike Carter,4.6
Sang-soo Hong,6.8
Ki-duk Kim,6.4
Iftakar Chowdhury,6.8
Anthony Daniel,4.1
Aryanto Yuniawan,7.1
Jake Wilson,5.2
Vinodh Venkatraman,3.3
Peter Callow,4.9
Adam MacDonald,6
Cordero Roman,3.3
Paul Tanter,2.8
Zackary Adler,4.9
Iván Noel,5.3
Vito LaBruno,7.3
Bryan Reisberg,4.9
Jay Leggett,4
"Balakrishnan, K. Balakrishnan",4.8
William Lau,6.1
"Robert Machoian, Rodrigo Ojeda-Beck",6.5
Adam Ahlbrandt,3.2
Andrei Konst,3.7
Tristan Séguéla,5.1
"Steffen Haars, Flip Van der Kuil",6.4
Chris Majors,4.8
Ben Jagger,4.9
Milos Radovic,7.1
Jeff Garlin,5.5
"Byron Howard, Rich Moore",8
Trevor Sands,4.1
Marcos Carnevale,6.7
Benny Boom,4.1
Tripp Rhame,3.5
Anoop Rangi,3
"Devon Downs, Kenny Gage",4.7
Fouad Mikati,5.1
"David Sahakyants, Lyulya Sahakyants",6.4
Franck Khalfoun,4.5
Ayodhyakumar Krishnamsetty,7.3
Mj Dixon,4
Johan Nijenhuis,5.2
Ayyappa P. Sharma,6.2
"Saranyoo Jiralak, Sitisiri Mongkolsiri",5.7
Daniel Duran,6.2
Ondrej Sokol,6
Jack Bryan,6.1
Miroslav Krobot,5.8
"M. Muthaiah, G. Bhoopathy Pandian",4.5
Chris W. Mitchell,5.4
David L. Hunt,7.3
"Ján Novák, Pavel Pásek",2.7
Petr Nikolaev,6.7
Jirí Vejdelek,6.5
Travis Bain,3.7
Roberto Girault,6.5
James Thomas,3.4
Devika Bhagat,4.2
Richard Mansfield,3.6
Ralph Arend,4.7
Teddy Chan,6.5
Ettore Scola,7
Pablo Agüero,5.7
"Petr Kazda, Tomás Weinreb",6.6
Kevin Greutert,5.3
Joe Swanberg,5.4
Shashank,7.1
Conor McDermottroe,4.4
Emilio Martínez Lázaro,6.5
Martin Prakkat,6.7
Betse De Paula,5.2
Timo Koivusalo,5.1
"Danny Pang, Oxide Chun Pang",5.7
Phil Volken,6.2
Benny Chan,6.6
Josh Stolberg,5.4
Jong-chan Yun,7.1
Miha Hocevar,5.8
Quinn Saunders,4
Indranil Roychowdhury,7.5
Katina Medina Mora,5.4
Jakob Lass,6.2
Torill Kove,5.9
Johnny Remo,5.4
Colin Minihan,5
Goutam Ghose,6.4
"Ji-Yeong Hong, Beom-sik Jeong",5.7
"Beom-sik Jeong, Hwi Kim",5.5
Signe Baumane,7.5
Anil Chaudhary,3.9
Aleksey Uchitel,5.1
Gren Wells,7.1
Zoe Quist,7.4
Michael Paul Stephenson,5.2
Heath Jones,5.9
"Agneya Singh, Aban Raza",5.6
Shinobu Yaguchi,7.5
"Candy J. Beard, Daniel Beard",7.2
Sam Esmail,6.8
Ramone Menon,5.6
Anthony DiBlasi,5.8
Sameh Abdulaziz,4.4
Leif Lindblom,6
Regardt van den Bergh,6.4
Jack Zagha Kababie,6.8
Christopher DeMaci,7.3
Michael Ryan Hahn,3
Mark Webber,5.8
Michael Winterbottom,6.6
Michael Winterbottom,4.6
Anne Fletcher,5.1
Darren Grant,4.4
"Kanji Wakabayashi, Hiroshi Hamazaki",7.8
Cheol-soo Jang,6.9
"Raúl de la Fuente, Damian Nenow",7.3
J.-P. Valkeapää,6.3
Norberto Ramos del Val,4.4
Brian Trenchard-Smith,4.4
Ed Herzog,7
Yong-hwa Kim,6.1
Soon-rye Yim,6.7
"Hae-sung Song, Hae-sung Song",6.5
Ik-Hwan Jeong,6.5
Geun-seop Jeong,7.5
"Ui-seok Jo, Byung-seo Kim",7.1
"Lionel Steketee, Fabrice Eboué",5.2
"J. Prabhakar Reddy, Maruthi Dasari",7.1
Thomas Ryan,5.5
Madeleine Olnek,6.2
Robert Orhel,6.1
Joon-Hwan Jang,7
Jong-bin Yoon,6.8
Ali Samadi Ahadi,4.9
Konstantin Lopushanskiy,7
"Sean Blau, Adam Petke",4.2
Evan Buxbaum,6.2
Heidi Moore,4.8
Yong-gyun Kim,6.4
Maciej Bochniak,5.1
Derek Savage,4
John William Holt,3.5
Susanna Salonen,6.4
Paulo Sacramento,5.7
Jim Valdez,5.1
Walt Becker,5
James DeMonaco,6.4
Zack Snyder,6.4
Raj Purohit,6.3
Nagesh Kukunoor,8
Vikramjit Singh,3.3
Philippe Muyl,6.9
Martin Provost,7
Chris Messina,5.8
"Jennifer Prediger, Jess Weixler",4.3
Jay Dahl,5.1
Chiva Rodriguez,5.2
Samuel Kishi,7
Stuart Simpson,5.6
Peter Billingsley,5.5
Tonie Marshall,5.4
Charles Martin Smith,6.4
Richard Bracewell,6.5
Edoardo Winspeare,6.5
Maynard Kraak,6.3
"Matthias Schweighöfer, Torsten Künstler",5.6
Kathleen Behun,4.5
Joselito Altarejos,5.3
Pierre Godeau,5
Anurag Kashyap,5.6
Tom Tykwer,6.1
Courteney Cox,6.4
James Marsh,7.7
Marya Cohn,6.1
Adam Wingard,6.7
Lasse Hallström,7.3
Roberts Gannaway,6
Scott Foley,5.4
Imtiaz Ali,7.6
Tomonori Sudô,7.2
B. Harrison Smith,3
Pankaj Batra,6.3
Carolina Jabor,6.7
Adrián Biniez,6.3
Bora Dagtekin,6.9
Dmitry Yun,3.2
Sreenu Vaitla,5.4
Badri,4.2
Serban Marinescu,6.8
Jaco Smit,6.7
Tobias Wiemann,5.4
Gavin Michael Booth,4.5
Vivienne De Courcy,6.4
Susan Johnson,6.6
John Murlowski,5.3
Giorgio,3
Jim O'Hanlon,5.7
Clay Kaytis,7.1
Vasilis Mazomenos,6.3
"Maya Gräfin Rothkirch, Til Schweiger",4
Byung-woo Kim,7.1
Duane Hopkins,5.8
Alessandro Rak,7.4
Emmanuel Naccache,5
Robin Campillo,6.9
Zaza Urushadze,8.2
Ben Ketai,5.4
James Cullen Bressack,3.3
Glenn Miller,3.6
Archil Kavtaradze,7.1
Ciro De Caro,6.4
Gabrielle Demeestere,4.8
Brian T. Jaynes,3.1
Hark Tsui,6.4
Xiaogang Feng,5.1
Gabe Turner,5.8
Geoffrey Enthoven,6.5
Najwa Najjar,6.5
Ayten Amin,7.1
Kristijan Milic,7
Wai-Man Yip,3.9
Peter Sattler,6.9
Serge Frydman,5.7
Mark Harris,5.6
Johan Timmers,6.4
Alante Kavaite,6.4
Tomislav Mrsic,7
Colin Theys,4.7
Gokul Krishna,6
Monika Mitchell,5.6
Brett Simmons,4.7
Marcelo González,5.2
Wenn V. Deramas,5.3
Viktor Shamirov,6.9
Frasco Mortiz,5.8
Marlon Rivera,2.9
Shaheer Naqvi,3.4
D. Sumana Kittur,7.4
Marco Risi,5.8
Kent Sobey,5.4
Aman Sachdeva,5.4
Takeshi Furusawa,5.7
Nick Wernham,4.9
Tirso Calero,3.5
Jean Paul Lal,5.6
"Eric Weber, Sean Devaney",6
Antony Hickling,4.4
Omung Kumar,6.8
David Dietl,5.9
John Lyde,7
Dante Lam,7.2
Sean Gullette,6.4
Jessica Hausner,6.3
Rebekah Fortune,3.6
Adam Wong,6.7
Leonardo Pieraccioni,5.6
Audrey Estrougo,5.8
Kyle Misak,2.2
Guruprasad,8.1
Guruprasad,7.5
Anders Morgenthaler,5
Danis Tanovic,7.3
Deok Noh,6.3
Sebastian del Amo,6.5
Christian Bach,6.5
"Aashiq Abu, Shyju Khalid",6.9
Taek-Soo Nam,6.9
Nagashekar,6.9
Suni,8
Tom Getty,3.9
Daniel Augusto,5.6
Stephen Shimek,5.1
William Kaufman,5.4
Eric Schaeffer,7.1
Russell Crowe,7
Paul Tomborello,5
Patnaik R.P.,2
Jae-rim Han,6.8
Cathy Garcia-Molina,7.3
Koichi Sakamoto,4.6
Guy Myhill,5.7
Tom Heidenberg,2.8
Jason Winer,6.4
Mary McGuckian,5.4
Alice Nellis,6.6
Simon Rouby,6.7
Damián Szifron,8.1
Joe Menendez,5.4
Johnny Martin,5.2
"Joël Rabijns, Yves Sondermeier",5.2
Seamus Vincenzo,3.5
David Ismalone,2.4
Juraj Lehotsky,5.8
Igor Cobileanski,7
Jimmy Weber,5
Eva Jin,5.4
Joachim Hedén,4.4
Steve Bendelack,3.7
Rose Bosch,6.6
"Nicolas Benamou, Philippe Lacheau",6.8
Nanni Moretti,6.8
Marc-André Lavoie,7.4
Eddie O'Keefe,5.1
"Charlie Bean, Paul Fisher",6
Gregory Hatanaka,7.3
Travis Zariwny,3.3
"Andrew Erwin, Jon Erwin",5.4
Ariel Vromen,6.3
Hugh Hudson,5.9
Fabiano Cafure,5.9
Oliver Rihs,5.2
Abdellah Taia,5.4
David M. Rosenthal,3.5
"Krishna D.K., Raj Nidimoru",5.4
"Atsushi Takeuchi, Kazuchika Kise",7.3
Roland Emmerich,5.2
Srdjan Koljevic,7.9
Noah Pritzker,5.4
Patrick Shearer,4.5
Kanu Behl,7.6
Peter Thorwarth,6.6
Laurent Tirard,6.2
Craig Clyde,6.3
Spencer Hawken,4.5
Riley Stearns,6.7
Karel Janák,5.6
Sameer Vidwans,7.1
Michael Mongillo,4.3
Kenneth Kainz,6
"Alexandre Castagnetti, Julien Simonet",4.5
Miguel Cohan,6.3
Robert Mearns,4
Hideo Nakata,5.5
Alex Di Marco,4.6
Alexis Durand-Brault,6.9
"Lee Seung-jun, Lee Seung-jun",6.3
Karin Babinská,6.1
"Mickael Abbate, Domiziano Cristopharo",3.4
Christina Kallas,5.9
James Franco,4.8
Vincent Perez,6.5
Marcelo Briem Stamm,6.3
Maciej Odolinski,2
Andy Palmer,4.5
Bob Castrone,5.3
Daniel Zirilli,5.1
Juven Cavazos,2.6
Atsushi Takahashi,7.2
"Joseph Henson, Nathan Johnson",4
Kaushik Ganguly,8.1
David Menkes,5.9
Alfonso Albacete,5.4
Ron Scalpello,5.6
"Laura Girolami, Federico Patrizi",4.1
Keishi Ohtomo,7.6
Keishi Ohtomo,7.6
Mari Asato,6.3
Daniele Gaglianone,6.8
Arthur Allen,5.6
Joe L. Roberts,7
"Rob Baard, John Balazs",1.6
Jeffrey Jeturian,7.2
Jerrold Tarog,7
Pawan Kumar,7.1
Zubair Khan,5.7
Feo Aladag,6.5
Fajar Nugros,6.2
Paul Serafini,5.6
Mostofa Sarwar Farooki,7.5
Anggy Umbara,3.8
Rako Prijanto,6.7
Salman Aristo,6.5
Shyam Madiraju,4.7
Olivier Jean Marie,6.2
Azhar Kinoi Lubis,6.9
Behnam Behzadi,6.4
Adam Spinks,3.1
Nils Timm,4.4
Joshua Caldwell,7.2
"Brian Dorton, Joseph Graham",5.3
Jasmila Zbanic,5.5
Arun Kumar,8.1
Cris D'Amato,5.8
Akçay Karaazmak,5
Kuno Becker,4.5
Luciano Saber,4.3
Timothy Woodward Jr.,3.4
Vincent Garenq,6.5
Gnana Rajasekaran,7
Attila Till,7.1
Gyan Correa,6.1
Dong-bin Kim,6
Alice Nellis,7.3
Barbara Bredero,6.4
Oles Sanin,7.9
Joe Carlini,4.8
Stephen Folker,3.1
Seth Grossman,5.2
Zrinko Ogresta,6
Shuja Paul,3.5
Timo Vuorensola,5
Fabrizio Conte,4.8
Subhash Ghai,4.3
Raghavan,6.2
Lloyd Kaufman,6.1
Mipo Oh,6.7
Tim McCann,4.9
John Schneider,3.7
Kevan Otto,5.3
Paolo Ruffini,2.8
Jon Favreau,7.4
Antoine Blossier,5.4
Jirí Mádl,6.8
Baran bo Odar,7.6
Jake Hoffman,5.5
Elliott Lester,6.4
Trivikram Srinivas,7.2
Valentin Hotea,7
Phillip Lybrand,4.4
Joe Marino,2.6
Leena Yadav,7.5
Kerry Beyer,4.9
Michael Steves,4.8
Jingming Guo,3.1
Pornchai Hongrattanaporn,5.1
Alice Rohrwacher,6.5
Gary Wing-Lun Mak,6
Preetham Gubbi,6
Johannes Naber,6.1
Victoria Negri,5.7
Stephen Shimek,5.1
Veronica Velasco,7
Amit Saxena,3.2
David Koepp,5.5
Nik Amir Mustapha,7.2
M.D. Sridhar,6.8
"Soori, Soori",7.4
João Jardim,6.6
Anzi Pan,5.9
Kamaleswar Mukherjee,8.1
Dalibor Matanic,5.2
Hèctor Hernández Vicens,3.4
Robert Morin,5.7
Vijaya Prasad,8
Soumik Chatterjee,6
Anne Le Ny,5.6
Rajib Biswas,6.3
"Fruit Chan, Chi-Ngai Lee",5.6
Heung-sik Park,6.3
"Marina Rice Bader, Dreya Weber",4.2
Rajib Biswas,4.5
Jon Drever,5.6
Esteban Vidal,3.5
Thirukumaran,4.9
Sandeep A. Varma,7.2
Pupi Avati,5.3
Mircea Dragan,8.2
Mircea Dragan,8.2
Richie Adams,6.8
Bryan Bockbrader,5.1
Harsha,5.6
Alton Glass,6.7
Ram Gopal Varma,6
Alex Taylor,4.6
Robert-Adrian Pejo,5.6
Dénes Orosz,5.1
Vuk Rsumovic,7.6
Tomas Masin,5.4
Behrouz Shoaybi,6.8
Nick Sandow,5
Jan Sverák,5.7
Sean McGinly,4.9
Shawn Christensen,7.2
Jared Masters,2.6
Sameer Thahir,7.7
Lucas Pavetto,4.9
Tommy Krappweis,5.8
"Fabrice Garçon, Kévin Ossona",5.8
Jonas Govaerts,5.9
Ron Howard,6.2
Michael Herbig,5.8
François Dupeyron,6.5
Josef Kubota Wladyka,7.2
Jay Karas,6
"Ronit Elkabetz, Shlomi Elkabetz",7.7
Ari Kirschenbaum,3.5
Steven LaMorte,3.4
Allan Harmon,7.1
Jeff Tremaine,6.5
Akira Nagai,6.4
Ben Palmer,6.8
Fernando Alle,7.4
John Williams,6.4
Vince Marcello,5.6
James Wan,7.3
Dan Chisu,7.4
Gennaro Nunziante,6.3
"Guy Maddin, Evan Johnson",6.1
Tim Oliehoek,6
Toma Enache,6.3
"Adam Brooks, Matthew Kennedy",6.1
Claire Simon,6
Jeff Chan,4.8
Whit Stillman,6.4
Jason Pagnoni,3.3
"Toyoharu Kitamura, Aozaru Shiao",4.8
Hasan Karacadag,6.8
Ismet Eraydin,5.1
Hanung Bramantyo,7
Luciana Faulhaber,2.8
Michael John Warren,7
Andres Rafael Zabala,7.7
"Phillip Escott, Craig Newman",5.3
"Michael Effenberger, Frank Raffel",3.2
Ilya Naishuller,6.7
Charles Band,4
Dennis Gansel,6.2
John Lerchen,6.1
Hüseyin Tabak,6.1
Ananta Jalil,7.4
Shilpa Ranade,7.1
Mike Marzuk,5.3
Stelana Kliris,6.2
David Rountree,4.5
Jan Kidawa-Blonski,5.6
Zackary Adler,4.3
Gil Cates Jr.,4.7
Benedikt Erlingsson,6.8
Curtis Vowell,7
Gianni Amelio,5.8
Jasmila Zbanic,6.5
Trevor Ryan,4.1
Pawan Wadeyar,7.4
"Jorge Cardoso, Lourenço de Mello",5.6
Adam Wood,5.1
Ryan Coogler,7.6
Desiree Akhavan,6.6
Noaz Deshe,6.4
Sarah Gavron,6.9
Ryan Davy,3.5
Isabelle Doval,5.2
Alexandros Avranas,7.1
Gabriele Salvatores,6.2
Matteo Oleotto,6.5
Tom Woodbeck,3.2
Chris Reading,2.8
"Simon Helberg, Jocelyn Towne",4.6
Balazs Juszt,4.8
Paul Feig,7
Christopher Ray,3.4
Raja Chanda,5.1
Wen-Han Shih,5.6
Andrea Segre,6.4
Jan Hrebejk,5.5
Dusty Saunders,6.5
Jen McGowan,6.2
Thomas Vinterberg,6.4
John Stockwell,4.9
David Lascher,6.7
Sean Paul Lockhart,5
Stephen Frears,6.5
Rituparno Ghosh,6
Graham Fletcher-Cook,5.6
Jarret Tarnol,5.3
Atef El-Taieb,8.1
Takashi Miike,6.5
Takurô Oikawa,5.3
Harjit Singh Ricky,4.4
Quang Dung Nguyen,5.4
Lloyd Lee Barnett,3.1
Jacky Katu,4.7
"Severin Fiala, Veronika Franz",6.7
Jingming Guo,3.3
Nicolau Breyner,5.6
Steven F. Zambo,4.5
Lee Gardner,4
Asako Hyuga,6.4
Daniel Lambo,5.3
Jonathan Soler,7.4
Carlos Vermut,7.3
Kenneth Branagh,4.1
Hans Herbots,7.2
Bas Devos,5.9
Simranjit Singh Hundal,6.1
"Adil El Arbi, Bilall Fallah",6.5
Nils Malmros,7
Gekidan Hitori,6.6
Mia Hansen-Løve,6.4
Jennifer Phang,6.2
Brandon Thaxton,5.3
Juan Cavestany,5.6
Mong-Hong Chung,6.3
Sang-ho Yeon,6.9
Sydney Freeland,6.9
"Guillermo Iván, Ben Loggins",4.9
Raja Chanda,5.4
"Didier Bourdon, Bernard Campan",4.7
Amos Gitai,6.1
"Marília Hughes Guerreiro, Cláudio Marques",6.2
Maciej Pieprzyca,7.7
Jacek Bromski,6.4
Tim Sutton,5.4
Daniel Hendricks Simon,3.7
Matthew Butler-Hart,6.8
Jenna Ricker,5.4
Michael Almereyda,3.7
Alex Ross Perry,6.3
Salomé Breziner,5.5
Kane Senes,5.4
Borja Brun,4.6
Joyce Bernal,6.6
Ram Ramesh Sharma,7
Iftakar Chowdhury,6.7
Shafi Uddin Shafi,5.6
Chris Wedge,5.6
Krisztina Goda,6.4
Jan Vardoen,6.2
Carlos Diegues,5.1
Mark Polonia,2.5
"Jay Lender, Micah Wright",5.6
"Chris Riedell, Nick Riedell",6.8
"Damon Beesley, Iain Morris",6.4
Inari Niemi,5.6
Tamlin Hall,6.9
Navin Ramaswaran,4.3
Mekelle Mills,5.1
Henrik Möller,5.3
Sotiris Tsafoulias,6.4
Brianne Davis,4
Olivier Gruner,2.3
Kevin Smith,5.3
Shekar,6.5
Bill McAdams Jr.,5
Brian DeCubellis,6.2
Sophie Hyde,6.4
Brandon Slagle,4.9
Petr Jákl,4.5
Vitor Mafra,3.9
Cristina Jacob,6.1
Júlio Bressane,6.1
"Daniel Vega Vidal, Diego Vega Vidal",6
Hallvard Bræin,6.2
Albert Serra,6.5
Tso-chi Chang,6.9
Les Mahoney,6.6
Corneliu Porumboiu,6.2
Amir Valinia,4.9
Warren P. Sonoda,4.7
LazRael Lison,4.7
"Arnaud Larrieu, Jean-Marie Larrieu",5.8
Christian E. Christiansen,5.5
Jakob M. Erwa,6
"Chris LaMartina, James Branscome",6.6
Sturla Gunnarsson,4.2
Luis Alberto Lamata,2.6
Marc Fitoussi,6.3
"Ted Beck, Jordan Kessler",1.5
Frank Whaley,6.9
Spike Lee,4.2
Jon M. Chu,6.9
"Lawrence Ah Mon, Gordon Chan",5.6
Dmitriy Grachev,4.4
Vadim Jean,4.8
"Jen Soska, Sylvia Soska",4.7
Ralf Huettner,5.4
Louise Archambault,7
Greg DeLiso,5.7
"Robert Lepage, Pedro Pires",6.8
Will Bakke,5
Christine Crokos,7.7
K. Selvaraghavan,5.7
Mohammed Moustafa,5.2
Tetsuya Nakashima,6.6
Daisuke Miura,6.4
Andrew Martin,6
Hillary Shakespeare,6.2
Michael Rutkowski,2.1
José Luiz Villamarim,6.8
Kate Lane,5.2
Jeff Prugh,4.1
Rupert Glasson,4.9
Stephen Langford,2.2
"René Marik, Johan Robin",3.5
Keisuke Yoshida,6.7
Doug Spearman,5.9
"Adam Carolla, Kevin Hench",6.1
Jon M. Chu,6.5
Ken Loach,6.7
Gary Entin,5.3
Liz Garbus,6.1
Straw Weisman,2.3
Paul Hyett,4
Marinus Groothof,6
Jaco Booyens,4.6
Mario Azzopardi,5.8
Fred Cavayé,6.1
Al Pacino,6.5
Michalis Konstantatos,5.7
P.A. Kajal,6.1
Marc-Andre Samson,4.7
Lance Kinsey,6.4
Andy Dodd,7.1
Mike Mendez,5.2
James Ojala,4.2
Carlos Marques-Marcet,6.7
Nevio Marasovic,7.2
Sasi,5.6
Fabrice Begotti,4.2
Xabi Molia,5.4
Chase Mohseni,3.8
Zachary Wigon,5.9
Eirik Svensson,5.4
Robin Bain,7
"Robert Osman, Nathanael Wiseman",4.8
Johnny Tabor,2.5
Colin Nutley,5.4
Attila C. Arpa,6.9
Rene Perez,2.4
Jaron Henrie-McCrea,4.7
"Aaron Hann, Mario Miscione",6
Levan Koguashvili,7.1
Fernando Eimbcke,6.3
Leticia Tonos,6.1
Young-seok Noh,6.6
Corynn Egreczky,4.6
Guru Deshpande,7.1
Pradipta Bhattacharyya,7.6
Ole Christian Madsen,6.6
Ming-liang Tsai,7
Liz Tuccillo,6.1
Ian Samuels,5.8
Donald Farmer,1.3
Alexandre Rockwell,6.5
Anna Zielinski,6.2
Ara Paiaya,4.3
Götz Spielmann,6.5
Ahmad Abdalla,6.8
Kestrin Pantera,5.2
"Bob Schultz, Robert Conway",2.7
Sebastián Silva,5.7
"Levan Gabriadze, Aleksandr Karpilovskiy",5.4
"Felix Chong, Alan Mak",6
Johnnie To,5.4
John Barker,5.9
Sanjay Jadhav,7.4
Tom Sands,4.2
Péter Gárdos,6.7
Eric Blue,5.6
Rob Williams,4.3
Richard Mansfield,3.2
Gerald Brunskill,5.8
Justin Lerner,6.3
Javier Colinas,5.9
Reha Erdem,6.2
Marc Rothemund,4.4
Charles Henri Belleville,5.7
Ekaterina Telegina,5.6
Jeethu Joseph,8
,7.2
John Lansing,5.5
Jim Fields,5.1
Sara Colangelo,5.8
Gina Prince-Bythewood,6.9
Yimou Zhang,7.2
Abel Ferrara,5.9
Ella Lemhagen,5.3
Mark Brown,4.7
Isabel Coixet,6.5
Masoud Dehnamaki,3.7
Marc Brummund,7.2
